# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g0078bb360" 
Date_of_run______________________________________________________________ (date)_________________________ "03/02/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "15:17" 
User_____________________________________________________________________ (username)_____________________     "runner" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "EU-DEMO LAR 2023 baseline" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/low_aspect_ratio_DEMO.IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________          -14 
# Numerics #
# PROCESS found a feasible solution #
Global_power_balance_consistency__constraint_value_______________________ (val_eq_con002)________________ 1.32305840326673085e-01 
Global_power_balance_consistency__units__________________________________ (eq_units_con002)______________      'MW/m3' 
Radial_build_consistency__________normalised_residue_____________________ (eq_con011)____________________ -1.66533453693773481e-15 
Radial_build_consistency__________residual_______________________________ (res_eq_con011)________________ 1.43218770176325768e-14 
Radial_build_consistency__________constraint_value_______________________ (val_eq_con011)________________ 8.59999999998080433e+00 
Radial_build_consistency__________units__________________________________ (eq_units_con011)______________          'm' 
Injection_power_upper_limit_______normalised_residue_____________________ (eq_con030)____________________ 1.53210777398271603e-14 
Injection_power_upper_limit_______residual_______________________________ (res_eq_con030)________________ 7.67386154620908201e-13 
Injection_power_upper_limit_______constraint_value_______________________ (val_eq_con030)________________ 5.00000000000000000e+01 
Injection_power_upper_limit_______units__________________________________ (eq_units_con030)______________         'MW' 
Density_upper_limit_______________normalised_residue_____________________ (ineq_con005)__________________ 9.67603774881808931e-12 
Density_upper_limit_______________physical_value_________________________ (ineq_value_con005)____________ 7.62114567722633789e+19 
Density_upper_limit_______________symbol_________________________________ (ineq_symbol_con005)___________         '<=' 
Density_upper_limit_______________units__________________________________ (ineq_units_con005)____________        '/m3' 
Density_upper_limit_______________physical_bound_________________________ (ineq_bound_con005)____________ 7.62114567730008064e+19 
Neutron_wall_load_upper_limit_____normalised_residue_____________________ (ineq_con008)__________________ 8.97636462207329400e-01 
Neutron_wall_load_upper_limit_____physical_value_________________________ (ineq_value_con008)____________ 8.18908302341364802e-01 
Neutron_wall_load_upper_limit_____symbol_________________________________ (ineq_symbol_con008)___________         '<=' 
Neutron_wall_load_upper_limit_____units__________________________________ (ineq_units_con008)____________      'MW/m2' 
Neutron_wall_load_upper_limit_____physical_bound_________________________ (ineq_bound_con008)____________ 8.00000000000000000e+00 
Burn_time_lower_limit_____________normalised_residue_____________________ (ineq_con013)__________________ 6.45316381077589485e-01 
Burn_time_lower_limit_____________physical_value_________________________ (ineq_value_con013)____________ 8.22658190538794770e+03 
Burn_time_lower_limit_____________symbol_________________________________ (ineq_symbol_con013)___________         '>=' 
Burn_time_lower_limit_____________units__________________________________ (ineq_units_con013)____________        'sec' 
Burn_time_lower_limit_____________physical_bound_________________________ (ineq_bound_con013)____________ 5.00000000000000000e+03 
L-H_power_threshold_limit_________normalised_residue_____________________ (ineq_con015)__________________ 2.88716670758171201e-02 
L-H_power_threshold_limit_________physical_value_________________________ (ineq_value_con015)____________ 9.86056603718150200e+01 
L-H_power_threshold_limit_________symbol_________________________________ (ineq_symbol_con015)___________         '>=' 
L-H_power_threshold_limit_________units__________________________________ (ineq_units_con015)____________         'MW' 
L-H_power_threshold_limit_________physical_bound_________________________ (ineq_bound_con015)____________ 9.58386390909808341e+01 
Net_electric_power_lower_limit____normalised_residue_____________________ (ineq_con016)__________________ 2.28614904784762984e-11 
Net_electric_power_lower_limit____physical_value_________________________ (ineq_value_con016)____________ 3.50000000008001507e+02 
Net_electric_power_lower_limit____symbol_________________________________ (ineq_symbol_con016)___________         '>=' 
Net_electric_power_lower_limit____units__________________________________ (ineq_units_con016)____________         'MW' 
Net_electric_power_lower_limit____physical_bound_________________________ (ineq_bound_con016)____________ 3.50000000000000000e+02 
Beta_upper_limit__________________normalised_residue_____________________ (ineq_con024)__________________ 5.18181080839205332e-01 
Beta_upper_limit__________________physical_value_________________________ (ineq_value_con024)____________ 3.25110786490438383e-02 
Beta_upper_limit__________________symbol_________________________________ (ineq_symbol_con024)___________         '<=' 
Beta_upper_limit__________________units__________________________________ (ineq_units_con024)____________           '' 
Beta_upper_limit__________________physical_bound_________________________ (ineq_bound_con024)____________ 6.74757203508525999e-02 
CS_coil_EOF_current_density_limit_normalised_residue_____________________ (ineq_con026)__________________ 7.62043899874886854e-02 
CS_coil_EOF_current_density_limit_physical_value_________________________ (ineq_value_con026)____________ 2.34881843931201063e+07 
CS_coil_EOF_current_density_limit_symbol_________________________________ (ineq_symbol_con026)___________         '<=' 
CS_coil_EOF_current_density_limit_units__________________________________ (ineq_units_con026)____________       'A/m2' 
CS_coil_EOF_current_density_limit_physical_bound_________________________ (ineq_bound_con026)____________ 2.54257371853087693e+07 
CS_coil_BOP_current_density_limit_normalised_residue_____________________ (ineq_con027)__________________ 2.36679918253527521e-01 
CS_coil_BOP_current_density_limit_physical_value_________________________ (ineq_value_con027)____________ 2.28452382092129067e+07 
CS_coil_BOP_current_density_limit_symbol_________________________________ (ineq_symbol_con027)___________         '<=' 
CS_coil_BOP_current_density_limit_units__________________________________ (ineq_units_con027)____________       'A/m2' 
CS_coil_BOP_current_density_limit_physical_bound_________________________ (ineq_bound_con027)____________ 2.99287792310443558e+07 
TF_coil_case_stress_upper_limit___normalised_residue_____________________ (ineq_con031)__________________ 1.51701984307806015e-11 
TF_coil_case_stress_upper_limit___physical_value_________________________ (ineq_value_con031)____________ 5.79999999991201282e+08 
TF_coil_case_stress_upper_limit___symbol_________________________________ (ineq_symbol_con031)___________         '<=' 
TF_coil_case_stress_upper_limit___units__________________________________ (ineq_units_con031)____________         'Pa' 
TF_coil_case_stress_upper_limit___physical_bound_________________________ (ineq_bound_con031)____________ 5.80000000000000000e+08 
TF_coil_conduit_stress_upper_lim__normalised_residue_____________________ (ineq_con032)__________________ 2.45734646524266909e-01 
TF_coil_conduit_stress_upper_lim__physical_value_________________________ (ineq_value_con032)____________ 4.37473905015925169e+08 
TF_coil_conduit_stress_upper_lim__symbol_________________________________ (ineq_symbol_con032)___________         '<=' 
TF_coil_conduit_stress_upper_lim__units__________________________________ (ineq_units_con032)____________         'Pa' 
TF_coil_conduit_stress_upper_lim__physical_bound_________________________ (ineq_bound_con032)____________ 5.80000000000000000e+08 
I_op_/_I_critical_(TF_coil)_______normalised_residue_____________________ (ineq_con033)__________________ 2.44959911751442827e-01 
I_op_/_I_critical_(TF_coil)_______physical_value_________________________ (ineq_value_con033)____________ 2.27414502811724693e+07 
I_op_/_I_critical_(TF_coil)_______symbol_________________________________ (ineq_symbol_con033)___________         '<=' 
I_op_/_I_critical_(TF_coil)_______units__________________________________ (ineq_units_con033)____________       'A/m2' 
I_op_/_I_critical_(TF_coil)_______physical_bound_________________________ (ineq_bound_con033)____________ 3.01195269431654923e+07 
Dump_voltage_upper_limit__________normalised_residue_____________________ (ineq_con034)__________________ 7.78541675572341774e-11 
Dump_voltage_upper_limit__________physical_value_________________________ (ineq_value_con034)____________ 9.99999999922145832e+00 
Dump_voltage_upper_limit__________symbol_________________________________ (ineq_symbol_con034)___________         '<=' 
Dump_voltage_upper_limit__________units__________________________________ (ineq_units_con034)____________          'V' 
Dump_voltage_upper_limit__________physical_bound_________________________ (ineq_bound_con034)____________ 1.00000000000000000e+01 
J_winding_pack/J_protection_limit_normalised_residue_____________________ (ineq_con035)__________________ 2.30651053811925522e-11 
J_winding_pack/J_protection_limit_physical_value_________________________ (ineq_value_con035)____________ 1.82668133058029041e+07 
J_winding_pack/J_protection_limit_symbol_________________________________ (ineq_symbol_con035)___________         '<=' 
J_winding_pack/J_protection_limit_units__________________________________ (ineq_units_con035)____________       'A/m2' 
J_winding_pack/J_protection_limit_physical_bound_________________________ (ineq_bound_con035)____________ 1.82668133062242307e+07 
TF_coil_temp._margin_lower_limit__normalised_residue_____________________ (ineq_con036)__________________ 1.04227626529507233e-09 
TF_coil_temp._margin_lower_limit__physical_value_________________________ (ineq_value_con036)____________ 1.50000000156341429e+00 
TF_coil_temp._margin_lower_limit__symbol_________________________________ (ineq_symbol_con036)___________         '>=' 
TF_coil_temp._margin_lower_limit__units__________________________________ (ineq_units_con036)____________          'K' 
TF_coil_temp._margin_lower_limit__physical_bound_________________________ (ineq_bound_con036)____________ 1.50000000000000000e+00 
CS_temperature_margin_lower_limit_normalised_residue_____________________ (ineq_con060)__________________ 6.71580568933904942e-11 
CS_temperature_margin_lower_limit_physical_value_________________________ (ineq_value_con060)____________ 1.50000000010073720e+00 
CS_temperature_margin_lower_limit_symbol_________________________________ (ineq_symbol_con060)___________         '>=' 
CS_temperature_margin_lower_limit_units__________________________________ (ineq_units_con060)____________          'K' 
CS_temperature_margin_lower_limit_physical_bound_________________________ (ineq_bound_con060)____________ 1.50000000000000000e+00 
f_alpha_energy_confinement________normalised_residue_____________________ (ineq_con062)__________________ 3.07682768152517383e-11 
f_alpha_energy_confinement________physical_value_________________________ (ineq_value_con062)____________ 5.00000000015384138e+00 
f_alpha_energy_confinement________symbol_________________________________ (ineq_symbol_con062)___________         '>=' 
f_alpha_energy_confinement________units__________________________________ (ineq_units_con062)____________           '' 
f_alpha_energy_confinement________physical_bound_________________________ (ineq_bound_con062)____________ 5.00000000000000000e+00 
Dump_time_set_by_VV_stress________normalised_residue_____________________ (ineq_con065)__________________ 7.48824548968327175e-01 
Dump_time_set_by_VV_stress________physical_value_________________________ (ineq_value_con065)____________ 3.59180894975292161e+07 
Dump_time_set_by_VV_stress________symbol_________________________________ (ineq_symbol_con065)___________         '<=' 
Dump_time_set_by_VV_stress________units__________________________________ (ineq_units_con065)____________         'Pa' 
Dump_time_set_by_VV_stress________physical_bound_________________________ (ineq_bound_con065)____________ 1.43000000000000000e+08 
Upper_Lim._on_Psep_*_Bt_/_q_A_R___normalised_residue_____________________ (ineq_con068)__________________ 8.52118375860300148e-12 
Upper_Lim._on_Psep_*_Bt_/_q_A_R___physical_value_________________________ (ineq_value_con068)____________ 5.99999999994887290e+00 
Upper_Lim._on_Psep_*_Bt_/_q_A_R___symbol_________________________________ (ineq_symbol_con068)___________         '<=' 
Upper_Lim._on_Psep_*_Bt_/_q_A_R___units__________________________________ (ineq_units_con068)____________      'MWT/m' 
Upper_Lim._on_Psep_*_Bt_/_q_A_R___physical_bound_________________________ (ineq_bound_con068)____________ 6.00000000000000000e+00 
CS_Tresca_yield_criterion_________normalised_residue_____________________ (ineq_con072)__________________ 9.02476650747042752e-02 
CS_Tresca_yield_criterion_________physical_value_________________________ (ineq_value_con072)____________ 6.00436541050695181e+08 
CS_Tresca_yield_criterion_________symbol_________________________________ (ineq_symbol_con072)___________         '<=' 
CS_Tresca_yield_criterion_________units__________________________________ (ineq_units_con072)____________         'Pa' 
CS_Tresca_yield_criterion_________physical_bound_________________________ (ineq_bound_con072)____________ 6.60000000000000000e+08 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________normalised_residue_ (ineq_con081)__________________ 6.76783479331021010e-01 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________physical_value_ (ineq_value_con081)____________ 1.51779079862477128e+20 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________symbol_ (ineq_symbol_con081)___________         '>=' 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________units_ (ineq_units_con081)____________        'm-3' 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________physical_bound_ (ineq_bound_con081)____________ 9.05179957540085924e+19 
CS_stress_load_cycles_____________normalised_residue_____________________ (ineq_con090)__________________ 1.52753365512126038e-10 
CS_stress_load_cycles_____________physical_value_________________________ (ineq_value_con090)____________ 2.90027945880875377e+04 
CS_stress_load_cycles_____________symbol_________________________________ (ineq_symbol_con090)___________         '>=' 
CS_stress_load_cycles_____________units__________________________________ (ineq_units_con090)____________           '' 
CS_stress_load_cycles_____________physical_bound_________________________ (ineq_bound_con090)____________ 2.90027945836572617e+04 
# Final Feasible Point #
# Plant Availability #
Allowable_blanket_neutron_fluence_(MW-yr/m2)_____________________________ (abktflnc)_____________________ 1.50000000000000000e+01 
Allowable_divertor_heat_fluence_(MW-yr/m2)_______________________________ (adivflnc)_____________________ 2.00000000000000000e+01 
First_wall_/_blanket_lifetime_(years)____________________________________ (life_blkt_fpy)________________ 1.11666323952959612e+01 OP 
Divertor_lifetime_(years)________________________________________________ (life_div_fpy)_________________ 6.63888983678695066e+00 OP 
Heating/CD_system_lifetime_(years)_______________________________________ (life_hcd_fpy)_________________ 1.11666323952959612e+01 OP 
Total_plant_lifetime_(years)_____________________________________________ (life_plant)___________________ 4.00000000000000000e+01 
Total_plant_availability_fraction________________________________________ (f_t_plant_available)__________ 7.50000000000000000e-01 
Number_of_fusion_cycles_to_reach_allowable_fw/blanket_DPA________________ (bktcycles)____________________ 2.90027945792269857e+04 
# Plasma #
Tokamak_aspect_ratio_=_Conventional,_itart_=_0___________________________ (itart)________________________            0 
Plasma_shaping_model_____________________________________________________ (i_plasma_shape)_______________            0 
Major_radius_(m)_________________________________________________________ (rmajor)_______________________ 8.59999999998081854e+00 
Minor_radius_(m)_________________________________________________________ (rminor)_______________________ 3.07142857142172110e+00 OP 
Aspect_ratio_____________________________________________________________ (aspect)_______________________ 2.79999999999999982e+00 
Plasma_squareness________________________________________________________ (plasma_square)________________ 0.00000000000000000e+00 IP
Elongation,_X-point_(calculated_from_aspect_ratio_and_stability_margin)__ (kappa)________________________ 1.94778141324450682e+00 OP 
Elongation,_95%_surface_(calculated_from_kappa)__________________________ (kappa95)______________________ 1.73909054753973802e+00 OP 
Triangularity,_X-point_(input_value_used)________________________________ (triang)_______________________ 5.00000000000000000e-01 IP 
Triangularity,_95%_surface_(calculated_from_triang)______________________ (triang95)_____________________ 3.33333333333333315e-01 OP 
Plasma_poloidal_perimeter_(m)____________________________________________ (len_plasma_poloidal)__________ 2.87265837347293598e+01 OP 
Plasma_cross-sectional_area_(m2)_________________________________________ (a_plasma_poloidal)____________ 5.32068896800948892e+01 OP 
Plasma_surface_area_(m2)_________________________________________________ (a_plasma_surface)_____________ 1.49897115794706633e+03 OP 
Plasma_volume_(m3)_______________________________________________________ (vol_plasma)___________________ 2.80519656224518894e+03 OP 
Plasma_current_scaling_law_used__________________________________________ (i_plasma_current)_____________            4 
Plasma_current_(MA)______________________________________________________ (plasma_current_MA)____________ 1.88221716484933417e+01 OP 
Current_density_profile_factor___________________________________________ (alphaj)_______________________ 1.00000000000000000e+00 
J._Wesson_plasma_current_profile_index___________________________________ (alphaj_wesson)________________ 1.92176907888724680e+00 OP 
On-axis_plasma_current_density_(A/m2)____________________________________ (j_plasma_on_axis)_____________ 5.30631608847872471e+05 OP 
Vertical_field_at_plasma_(T)_____________________________________________ (b_plasma_vertical_required)___ -7.24722910128233200e-01 OP 
Vacuum_toroidal_field_at_R_(T)___________________________________________ (b_plasma_toroidal_on_axis)____ 4.39569085954047445e+00 
Toroidal_field_at_plasma_inboard_(T)_____________________________________ (b_plasma_inboard_toroidal)____ 6.83774133706296094e+00 
Toroidal_field_at_plasma_outboard_(T)____________________________________ (b_plasma_outboard_toroidal)___ 3.23893010702982309e+00 
Toroidal_field_in_plasma_at_point_0______________________________________ b_plasma_toroidal_profile0_____ 6.83774133706296094e+00 
Toroidal_field_in_plasma_at_point_1______________________________________ b_plasma_toroidal_profile1_____ 6.83015985204570519e+00 
Toroidal_field_in_plasma_at_point_2______________________________________ b_plasma_toroidal_profile2_____ 6.82259516066011873e+00 
Toroidal_field_in_plasma_at_point_3______________________________________ b_plasma_toroidal_profile3_____ 6.81504720716895829e+00 
Toroidal_field_in_plasma_at_point_4______________________________________ b_plasma_toroidal_profile4_____ 6.80751593608135863e+00 
Toroidal_field_in_plasma_at_point_5______________________________________ b_plasma_toroidal_profile5_____ 6.80000129215147542e+00 
